X Y Z
319 136 923
320 136 923
322 136 924
323 136 924
324 136 925
325 136 925
326 136 925
327 136 926
328 136 926
329 136 926
330 136 927
331 136 927
317 137 922
318 137 921
319 137 922
320 137 922
321 137 923
322 137 923
323 137 923
324 137 924
325 137 924
326 137 925
327 137 925
328 137 926
329 137 926
330 137 927
331 137 927
332 137 927
333 137 927
334 137 927
316 138 921
317 138 921
318 138 920
319 138 921
320 138 921
321 138 922
322 138 922
323 138 923
324 138 923
325 138 924
326 138 924
327 138 925
328 138 925
329 138 926
330 138 926
331 138 926
332 138 926
333 138 926
334 138 927
335 138 927
317 139 920
318 139 920
319 139 920
320 139 920
321 139 921
322 139 922
323 139 922
324 139 923
325 139 923
326 139 924
327 139 924
328 139 925
329 139 926
330 139 926
331 139 926
332 139 926
333 139 927
334 139 927
335 139 927
336 139 927
317 140 920
318 140 920
319 140 920
320 140 920
321 140 921
322 140 921
323 140 922
324 140 922
325 140 923
326 140 923
327 140 924
328 140 924
329 140 925
330 140 926
331 140 926
332 140 926
333 140 926
334 140 927
335 140 927
336 140 927
337 140 927
317 141 920
318 141 920
319 141 921
320 141 921
321 141 921
322 141 921
323 141 922
324 141 922
325 141 923
326 141 923
327 141 923
328 141 924
329 141 925
330 141 925
331 141 926
332 141 926
333 141 926
334 141 927
335 141 927
336 141 926
337 141 926
338 141 926
317 142 921
318 142 920
319 142 921
320 142 921
321 142 922
322 142 922
323 142 922
324 142 923
325 142 923
326 142 923
327 142 924
328 142 924
329 142 925
330 142 926
331 142 926
332 142 926
333 142 926
334 142 926
335 142 926
336 142 926
337 142 926
338 142 926
317 143 921
318 143 921
319 143 922
320 143 922
321 143 922
322 143 923
323 143 923
324 143 923
325 143 924
326 143 924
327 143 925
328 143 925
329 143 925
330 143 926
331 143 926
332 143 926
333 143 926
334 143 926
335 143 926
336 143 926
337 143 926
338 143 925
317 144 923
318 144 922
319 144 923
320 144 923
321 144 923
322 144 923
323 144 923
324 144 924
325 144 924
326 144 925
327 144 925
328 144 926
329 144 925
330 144 926
331 144 926
332 144 926
333 144 926
334 144 926
335 144 926
336 144 926
337 144 925
338 144 925
339 144 925
318 145 923
319 145 923
320 145 923
321 145 924
322 145 924
323 145 924
324 145 925
325 145 925
326 145 925
327 145 926
328 145 926
329 145 926
330 145 926
331 145 927
332 145 927
333 145 927
334 145 927
335 145 926
336 145 926
337 145 925
338 145 925
339 145 925
318 146 924
319 146 924
320 146 924
321 146 924
322 146 925
323 146 925
324 146 925
325 146 926
326 146 926
327 146 926
328 146 927
329 146 927
330 146 927
331 146 927
332 146 927
333 146 927
334 146 927
335 146 926
336 146 926
337 146 925
338 146 925
339 146 925
318 147 925
319 147 925
320 147 925
321 147 925
322 147 926
323 147 926
324 147 926
325 147 926
326 147 927
327 147 927
328 147 927
329 147 927
330 147 928
331 147 927
332 147 927
333 147 927
334 147 927
335 147 927
336 147 926
337 147 926
338 147 925
339 147 925
318 148 926
319 148 926
320 148 926
321 148 927
322 148 927
323 148 927
324 148 927
325 148 927
326 148 928
327 148 928
328 148 928
329 148 928
330 148 928
331 148 928
332 148 928
333 148 927
334 148 927
335 148 927
336 148 927
337 148 926
338 148 926
339 148 925
318 149 927
319 149 927
320 149 927
321 149 928
322 149 928
323 149 928
324 149 929
325 149 929
326 149 929
327 149 929
328 149 929
329 149 929
330 149 929
331 149 928
332 149 928
333 149 928
334 149 928
335 149 927
336 149 927
337 149 927
338 149 926
339 149 926
319 150 928
321 150 929
322 150 929
323 150 930
324 150 930
325 150 930
326 150 930
327 150 930
328 150 930
329 150 930
330 150 929
331 150 929
332 150 929
333 150 928
334 150 928
335 150 927
336 150 927
337 150 927
338 150 926
339 150 926
317 151 928
318 151 928
319 151 929
320 151 930
321 151 930
322 151 930
323 151 931
324 151 931
325 151 931
326 151 931
327 151 931
328 151 931
329 151 931
330 151 930
331 151 930
332 151 929
333 151 929
334 151 928
335 151 928
336 151 927
337 151 927
338 151 927
339 151 926
317 152 929
318 152 929
319 152 930
320 152 930
321 152 931
322 152 931
323 152 932
324 152 933
325 152 933
326 152 933
327 152 933
328 152 933
329 152 933
330 152 932
331 152 931
332 152 930
333 152 930
334 152 928
335 152 928
336 152 927
337 152 927
338 152 927
339 152 927
316 153 929
317 153 929
318 153 930
319 153 931
320 153 931
321 153 932
322 153 933
323 153 934
324 153 934
325 153 934
326 153 934
327 153 934
328 153 934
329 153 934
330 153 933
331 153 931
332 153 930
333 153 930
334 153 929
335 153 928
336 153 927
337 153 927
338 153 927
339 153 927
316 154 929
317 154 930
318 154 930
319 154 931
320 154 932
321 154 933
322 154 934
323 154 934
324 154 935
325 154 935
326 154 935
327 154 935
328 154 934
329 154 934
330 154 934
331 154 932
332 154 931
333 154 930
334 154 929
335 154 928
336 154 927
337 154 927
338 154 927
339 154 927
316 155 929
317 155 930
318 155 930
319 155 931
320 155 932
321 155 933
322 155 934
323 155 934
324 155 934
325 155 935
326 155 935
327 155 935
328 155 935
329 155 934
330 155 934
331 155 932
332 155 931
333 155 930
334 155 929
335 155 928
336 155 927
337 155 927
338 155 927
339 155 927
316 156 929
317 156 930
318 156 930
319 156 931
320 156 932
321 156 933
